date,open,high,low,close,volume,amount,outstanding_share,turnover
2020-03-05,126.55,134.88,126.0,133.2,56561987.0,7399037627.0,3795757968.0,0.01490136817912095
2020-03-06,132.0,134.88,130.0,130.07,29165822.0,3845033468.0,3795757968.0,0.00768379392097215
2020-03-09,128.0,128.25,126.04,126.3,24454158.0,3106158207.0,3795757968.0,0.006442496651830778
2020-03-10,126.3,131.63,126.2,130.72,31077221.0,4017374186.0,3795757968.0,0.00818735579612699
2020-03-11,132.5,132.8,129.5,129.9,18763487.0,2452609915.0,3795757968.0,0.0049432780377950585
2020-03-12,126.88,128.11,125.86,126.04,25266000.0,3199005136.0,3795757968.0,0.006656378044386417
2020-03-13,120.0,125.22,118.88,122.6,35088698.0,4280415923.0,3795757968.0,0.009244187404943623
2020-03-16,121.4,122.4,114.41,115.5,37024247.0,4379489485.0,3795757968.0,0.009754111645719135
2020-03-17,114.5,117.58,108.58,112.36,35297954.0,3975112228.0,3795757968.0,0.009299316315101785
2020-03-18,113.2,115.97,106.69,107.59,40442259.0,4528147000.0,3795757968.0,0.010654593717762565
2020-03-19,105.8,107.0,98.63,102.11,60169789.0,6133825333.0,3795757968.0,0.015851850804835088
2020-03-20,104.32,109.66,104.21,108.51,42206390.0,4484741875.0,3795757968.0,0.011119357544874947
2020-03-23,104.0,106.5,103.04,104.51,32826540.0,3443583082.0,3795757968.0,0.008648217372325358
2020-03-24,107.08,109.89,106.04,109.05,35636342.0,3859693789.0,3795757968.0,0.009388465307965074
2020-03-25,113.1,114.96,111.84,114.0,30947333.0,3508691591.0,3795757968.0,0.008153136543715477
2020-03-26,112.98,116.3,111.9,113.89,20880123.0,2397709906.0,3795757968.0,0.005500910009549903
2020-03-27,115.6,117.8,115.6,115.81,23543496.0,2745616756.0,3795757968.0,0.006202580933368932
2020-03-30,112.82,114.02,111.7,113.23,20580583.0,2321514404.0,3795757968.0,0.005421995599694147
2020-03-31,115.0,116.59,114.06,115.2,18849621.0,2179898621.0,3795757968.0,0.004965970211723468
2020-04-01,116.0,116.99,114.44,115.0,17596852.0,2033698724.0,3795757968.0,0.004635925722437949
2020-04-02,114.0,117.19,113.52,117.19,19153739.0,2218330786.0,3795757968.0,0.005046090704801229
2020-04-03,117.7,119.47,116.8,117.52,17580586.0,2076905527.0,3795757968.0,0.004631640412326732
2020-04-07,120.6,124.58,120.6,124.14,29451150.0,3627761365.0,3795757968.0,0.007758964151109437
2020-04-08,124.14,125.99,123.43,125.28,20113362.0,2515223466.0,3795757968.0,0.005298905296271514
2020-04-09,126.65,127.6,123.01,124.98,15879620.0,1985606241.0,3795757968.0,0.004183517530325316
2020-04-10,124.98,128.8,124.2,126.52,19896089.0,2526071158.0,3795757968.0,0.0052416642914888826
2020-04-13,125.15,127.02,124.2,125.0,14606018.0,1831925095.0,3795757968.0,0.003847984545678493
2020-04-14,126.61,128.88,125.2,128.45,19461888.0,2481573353.0,3795757968.0,0.005127273172861058
2020-04-15,128.47,130.28,127.21,127.91,16296718.0,2095661174.0,3795757968.0,0.00429340282952414
2020-04-16,127.01,127.8,125.52,126.1,18825435.0,2379554856.0,3795757968.0,0.004959598361831062
2020-04-17,127.17,129.7,126.74,128.82,23471089.0,3022344869.0,3795757968.0,0.006183505164942592
2020-04-20,129.92,130.48,128.88,129.31,13218834.0,1710863423.0,3795757968.0,0.003482528156811077
2020-04-21,128.08,128.95,125.08,126.47,20552372.0,2596092234.0,3795757968.0,0.00541456335553163
2020-04-22,126.54,130.99,125.42,130.3,26598477.0,3436601400.0,3795757968.0,0.007007421765096062
2020-04-23,131.2,134.3,130.8,131.09,21331870.0,2822832124.0,3795757968.0,0.005619923656839439
2020-04-24,131.24,133.29,129.37,131.4,16773324.0,2215246722.0,3795757968.0,0.004418965629897085
2020-04-27,132.51,133.62,130.38,132.7,15934244.0,2110526724.0,3795757968.0,0.0041979083319677035
2020-04-28,136.0,141.22,134.51,139.0,42077345.0,5811722420.0,3795757968.0,0.011085360382493177
2020-04-29,139.0,140.15,134.0,135.5,29183204.0,3980521441.0,3795757968.0,0.007688373243507079
2020-04-30,135.5,139.2,134.02,135.77,22864055.0,3121490869.0,3795757968.0,0.006023580848082145
2020-05-06,134.5,139.05,133.98,138.21,25104481.0,3442757066.0,3795757968.0,0.006613825541997782
2020-05-07,138.38,142.0,137.37,141.91,27796178.0,3911603340.0,3795757968.0,0.00732295848005449
2020-05-08,142.65,145.5,140.93,142.9,24326698.0,3478295311.0,3795757968.0,0.006408917060857238
2020-05-11,143.22,145.1,141.0,141.85,23681991.0,3384838039.0,3795757968.0,0.006239067717080532
2020-05-12,141.0,143.79,140.89,142.9,15184489.0,2167669766.0,3795757968.0,0.004000383883275036
2020-05-13,142.9,146.21,142.3,146.0,19635029.0,2845747547.0,3795757968.0,0.005172887514307393
2020-05-14,145.9,147.0,144.4,146.3,15361261.0,2244204772.0,3795757968.0,0.004046954818906409
2020-05-15,147.5,147.99,144.08,145.22,16064447.0,2338474671.0,3795757968.0,0.004232210571756876
2020-05-18,145.0,152.46,144.6,151.19,24881015.0,3718097609.0,3795757968.0,0.006554952979025137
2020-05-19,153.33,153.49,150.37,151.42,17650556.0,2669709610.0,3795757968.0,0.004650074148247168
2020-05-20,152.5,152.98,150.51,150.85,17041214.0,2580358166.0,3795757968.0,0.004489541784187858
2020-05-21,151.86,153.53,151.03,151.68,17092150.0,2602103043.0,3795757968.0,0.0045029609748816314
2020-05-22,150.76,150.78,143.65,144.25,38352639.0,5597327855.0,3795757968.0,0.010104079165039113
2020-05-25,144.01,147.4,141.1,147.03,24355991.0,3540747465.0,3795757968.0,0.006416634360075721
2020-05-26,147.03,149.12,146.15,147.81,16511925.0,2436906020.0,3795757968.0,0.004350099542490112
2020-05-27,147.82,148.4,145.68,146.16,14596302.0,2143082940.0,3795757968.0,0.0038454248461186396
2020-05-28,146.15,148.02,144.5,146.16,14818404.0,2166223144.0,3795757968.0,0.003903938060573413
2020-05-29,145.0,148.59,144.83,148.2,16321720.0,2408655796.0,3795757968.0,0.004299989656242487
2020-06-01,150.06,160.18,150.06,158.59,35784358.0,5624344618.0,3795757968.0,0.009427460418097975
2020-06-02,158.39,163.65,158.02,158.77,29158586.0,4669324668.0,3795757968.0,0.007681887582353881
2020-06-03,160.86,161.76,156.68,158.24,25275933.0,4004118586.0,3795757968.0,0.006658994913028659
2020-06-04,158.03,159.98,157.0,158.85,13631755.0,2166142875.0,3795757968.0,0.0035913130170369175
2020-06-05,159.11,160.68,157.6,160.09,15985906.0,2547709185.0,3795757968.0,0.004211518788808086
2020-06-08,159.5,164.95,159.3,160.61,22255110.0,3596734091.0,3795757968.0,0.005863153074463888
2020-06-09,160.58,163.0,159.01,162.61,16111888.0,2610701054.0,3795757968.0,0.0042447089977366015
2020-06-10,162.65,163.78,161.08,162.54,14948146.0,2428166146.0,3795757968.0,0.00393811884899401
2020-06-11,161.8,162.74,157.95,160.07,19946097.0,3195703175.0,3795757968.0,0.005254838998733546
2020-06-12,157.0,161.88,156.1,161.5,17647613.0,2822869417.0,3795757968.0,0.004649298809033021
2020-06-15,159.0,160.88,156.5,157.0,26621961.0,4206860399.0,3795757968.0,0.007013608671689681
2020-06-16,157.1,159.26,156.4,157.68,25984652.0,4095546267.0,3795757968.0,0.006845708345754041
2020-06-17,157.26,157.5,153.9,155.88,23242329.0,3610097414.0,3795757968.0,0.0061232378871212585
2020-06-18,156.6,158.58,155.96,158.36,19949002.0,3145346589.0,3795757968.0,0.0052556043267719755
2020-06-19,158.5,166.5,158.43,165.57,38702809.0,6342808631.0,3795757968.0,0.010196332149278913
2020-06-22,164.0,164.0,161.0,163.0,21631228.0,3513415730.0,3795757968.0,0.005698790118432546
2020-06-23,163.0,168.4,162.08,167.98,26532477.0,4413501331.0,3795757968.0,0.006990033933586147
2020-06-24,168.41,171.3,167.0,168.61,18798602.0,3172425487.0,3795757968.0,0.004952529154514311
2020-06-29,166.61,168.5,165.8,167.5,19993555.0,3331811630.0,3795757968.0,0.005267341903397145
2020-06-30,168.54,171.67,168.5,171.12,18989762.0,3238678111.0,3795811143.0,0.00500282055260303
2020-07-01,171.12,185.1,171.12,181.98,27181836.0,4886748746.0,3795811143.0,0.007161008537036164
2020-07-02,180.0,192.34,179.88,189.49,34887021.0,6549218076.0,3795811143.0,0.009190926441199922
2020-07-03,189.99,190.5,182.5,188.72,30815941.0,5745184556.0,3795811143.0,0.008118407328254161
2020-07-06,188.71,196.0,185.56,192.82,32843107.0,6291466680.0,3795811143.0,0.008652460768646834
2020-07-07,192.78,206.38,190.32,201.89,38411125.0,7693352359.0,3795811143.0,0.010119345655759355
2020-07-08,201.5,205.8,199.0,203.36,29232255.0,5907018140.0,3795811143.0,0.007701187940793186
2020-07-09,203.39,205.36,201.5,203.72,29524349.0,5988999450.0,3795811143.0,0.007778139609091716
2020-07-10,203.0,211.8,200.8,207.0,33547581.0,6923294758.0,3795811143.0,0.008838053247687619
2020-07-13,207.0,225.0,207.0,218.2,48880722.0,10648696887.0,3795811143.0,0.012877543207106814
